Code,Name,WKT,Color
1,Afghanistan,"POLYGON ((65.627296 37.333199, 65.530807 37.2486, 65.072746 37.244431, 64.798019 37.124981, 64.779137 37.095821, 64.795242 36.923038, 64.61525 36.629429, 64.627747 36.45998, 64.570534 36.35638, 64.458862 36.247211, 64.32164 36.216381, 64.282471 36.15192, 64.169418 36.167488, 64.059692 36.088039, 64.063858 36.000271, 63.933868 36.03915, 63.595539 35.9622, 63.538879 35.90971, 63.317211 35.852211, 63.119431 35.861931, 63.10416 35.825821, 63.23888 35.69553, 63.095261 35.626091, 63.110538 35.481369, 62.62331 35.224979, 62.459431 35.286381, 62.305538 35.145538, 62.259159 35.297771, 62.100819 35.394711, 61.97221 35.45998, 61.802479 35.411091, 61.576649 35.450821, 61.464989 35.52721, 61.365822 35.639709, 61.278721 35.60675, 61.27776 35.52026, 61.239151 35.481091, 61.1861 35.29694, 61.104431 35.279148, 61.11388 35.201649, 61.065262 34.812759, 60.863602 34.576389, 60.733601 34.54166, 60.756649 34.483318, 60.89777 34.345821, 60.911091 34.31638, 60.67165 34.313599, 60.513599 34.150822, 60.52137 33.999149, 60.55415 33.81332, 60.50526 33.739151, 60.522758 33.653042, 60.649151 33.574989, 60.901649 33.554428, 60.9286 33.504429, 60.858318 33.49387, 60.85165 33.418049, 60.591091 33.16304, 60.581928 33.071659, 60.74165 32.578869, 60.857769 32.234718, 60.810261 31.8736, 60.843868 31.498329, 61.619431 31.395821, 61.7136 31.383329, 61.771099 31.318331, 61.76582 31.24527, 61.84721 31.04888, 61.803871 30.94582, 61.812759 30.843611, 61.25304 30.259991, 60.866871 29.862431, 60.99387 29.826099, 61.743599 29.615829, 62.484428 29.406099, 62.78693 29.43388, 63.5872 29.50388, 64.131348 29.394159, 64.193024 29.48749, 64.273857 29.52389, 64.695511 29.58638, 65.034126 29.5411, 65.417473 29.640551, 66.256638 29.85194, 66.361359 29.966101, 66.238297 30.071381, 66.259697 30.114161, 66.35025 30.45055, 66.281921 30.57527, 66.404968 30.94611, 66.56636 30.97777, 66.684128 31.086109, 66.723022 31.21221, 66.891647 31.296101, 67.036911 31.318609, 67.051643 31.297779, 67.034698 31.25444, 67.069702 31.239161, 67.256363 31.22249, 67.288017 31.2136, 67.791924 31.341101, 67.799698 31.38249, 67.766922 31.4111, 67.646362 31.40999, 67.581093 31.5336, 67.738022 31.53083, 67.887482 31.63999, 67.98053 31.63583, 68.166077 31.83305, 68.221626 31.81559, 68.53775 31.72666, 68.57164 31.76527, 68.447739 31.77277, 68.444122 31.79472, 68.54747 31.829161, 68.712479 31.778879, 68.731918 31.69944, 68.833038 31.60388, 69.029694 31.64555, 69.333862 31.94389, 69.287483 32.069149, 69.283043 32.21777, 69.248016 32.443871, 69.287483 32.526379, 69.397751 32.587761, 69.456917 32.682209, 69.394974 32.773869, 69.515259 32.873878, 69.492462 33.008598, 69.561081 33.081928, 69.791351 33.126942, 69.881073 33.089981, 70.033577 33.139431, 70.067749 33.20499, 70.144974 33.202492, 70.32692 33.33194, 70.306084 33.396099, 70.197739 33.485821, 70.196617 33.64082, 70.132736 33.735538, 69.985519 33.75304, 69.907471 33.881931, 69.902763 34.031101, 70.491348 33.943039, 70.900528 33.973591, 70.905533 34.013321, 70.981079 34.008881, 71.135529 34.166088, 71.153313 34.36137, 71.073029 34.39415, 70.978027 34.510818, 70.995796 34.55859, 71.094971 34.56805, 71.09581 34.676651, 71.225517 34.744431, 71.313858 34.886929, 71.496078 34.959431, 71.543297 35.0947, 71.618027 35.131371, 71.659126 35.207489, 71.553574 35.28915, 71.549133 35.32832, 71.647202 35.436939, 71.606918 35.48193, 71.613861 35.561932, 71.508591 35.626652, 71.545242 35.711102, 71.380524 35.946091, 71.291077 35.96859, 71.188019 36.047211, 71.248581 36.133041, 71.582748 36.335819, 71.563019 36.372478, 71.646637 36.46804, 71.753036 36.40749, 71.817749 36.41666, 71.795807 36.491928, 72.074692 36.58942, 72.073303 36.628868, 72.191643 36.6572, 72.181641 36.71471, 72.492462 36.771931, 73.113022 36.873871, 73.779694 36.901089, 73.963028 36.837761, 74.06218 36.821659, 74.158859 36.906651, 74.251923 36.899429, 74.336906 36.958881, 74.482193 37.011101, 74.558006 36.96526, 74.567749 37.02647, 74.400528 37.139149, 74.392197 37.175259, 74.537193 37.243038, 74.651077 37.234711, 74.669418 37.266102, 74.763313 37.30109, 74.816933 37.219151, 74.898827 37.240299, 74.699692 37.39193, 74.400803 37.399429, 74.363861 37.4286, 73.792473 37.22942, 73.634407 37.239979, 73.619957 37.26276, 73.649406 37.304428, 73.752762 37.331379, 73.776642 37.434429, 73.314407 37.463322, 73.150528 37.400822, 73.08136 37.320541, 72.798859 37.22998, 72.663589 37.026089, 72.346626 36.989979, 72.011368 36.812199, 71.842743 36.692478, 71.695236 36.672211, 71.568314 36.741371, 71.43219 37.05859, 71.446907 37.20776, 71.49025 37.284161, 71.528847 37.764431, 71.588577 37.81609, 71.591919 37.903042, 71.546356 37.942478, 71.37468 37.905819, 71.264137 37.918049, 71.284698 38.019981, 71.363861 38.18803, 71.363022 38.248871, 71.101913 38.40609, 70.880524 38.453041, 70.672203 38.414429, 70.685516 38.375259, 70.596359 38.334148, 70.584412 38.278591, 70.491913 38.16721, 70.378304 38.057758, 70.203857 37.92054, 70.170242 37.94165, 70.165527 37.872211, 70.276917 37.741371, 70.255539 37.62109, 70.134979 37.529148, 69.958588 37.564991, 69.91803 37.611931, 69.515808 37.580818, 69.382736 37.455818, 69.381348 37.344151, 69.45137 37.22998, 69.333038 37.124981, 69.246628 37.094151, 68.999687 37.307758, 68.891647 37.31749, 68.924408 37.28471, 68.904968 37.272209, 68.85025 37.324711, 68.809402 37.322491, 68.825813 37.247761, 68.654694 37.246929, 68.524979 37.16193, 68.412193 37.148041, 68.413017 37.104431, 68.301643 37.111099, 68.278313 37.086929, 68.28331 37.019981, 68.035522 36.924709, 67.910522 37.014431, 67.885529 37.061371, 67.791641 37.088322, 67.777153 37.185799, 67.774139 37.206089, 67.649406 37.24609, 67.557457 37.215542, 67.521637 37.27248, 67.424408 37.234989, 67.266373 37.185261, 67.229424 37.191929, 67.200256 37.246651, 67.021637 37.377201, 66.744423 37.36137, 66.665253 37.338322, 66.586906 37.368038, 66.538765 37.360512, 66.30275 37.323601, 65.785522 37.568878, 65.766083 37.534161, 65.70137 37.53693, 65.646927 37.458881, 65.627296 37.333199))",#00008B
2,Algeria,"POLYGON ((-1.253889 32.21471, -1.292778 32.159149, -1.198611 32.166931, -1.177778 32.11499, -1.213055 32.08971, -1.5 32.10804, -2.220278 32.14999, -2.865278 32.084709, -2.938333 32.02887, -2.9725 31.85083, -3.518889 31.67277, -3.714722 31.716379, -3.818611 31.695551, -3.835278 31.65027, -3.835556 31.46693, -3.724722 31.394711, -3.804167 31.339161, -3.796389 31.221661, -3.825556 31.18277, -3.815556 31.152491, -3.724444 31.188601, -3.598055 31.086109, -3.602222 30.991381, -3.646667 30.9611, -4.027223 30.90666, -4.173889 30.766109, -4.430278 30.637211, -4.591945 30.626381, -4.942499 30.49221, -5.145 30.186661, -5.396111 29.974159, -5.593889 29.89694, -6.191388 29.809719, -6.400278 29.80444, -6.474444 29.83305, -6.511111 29.6336, -6.575556 29.57111, -7.199721 29.594721, -7.434166 29.397221, -7.622777 29.391939, -8.046667 29.093611, -8.357777 28.919161, -8.495554 28.79055, -8.669294 28.70929, -8.669294 27.66885, -8.669294 27.280199, -6.897223 26.26749, -5.148056 25.21277, -4.806389 25.000271, -3.100278 23.91416, -1.429444 22.80694, -0.002363 21.826361, 1.169242 21.099899, 1.161389 20.761101, 1.178888 20.732771, 1.326667 20.73333, 1.375 20.65749, 1.483333 20.63916, 1.663055 20.53611, 1.665555 20.442209, 1.810278 20.301109, 1.881111 20.30138, 1.908888 20.23138, 2.102499 20.220831, 2.178055 20.27944, 2.218054 20.27916, 2.323611 20.19944, 2.421666 20.053049, 2.846388 19.97471, 3.235 19.81555, 3.218333 19.532221, 3.248055 19.512211, 3.272222 19.3736, 3.153611 19.223049, 3.121388 19.136101, 3.331944 18.976379, 4.245091 19.146191, 5.812499 19.4461, 7.454489 20.852131, 8.894444 21.72221, 10.36083 22.5886, 11.84444 23.44194, 11.98645 23.52232, 11.55889 24.30249, 10.71527 24.567209, 10.42222 24.47805, 10.25222 24.605829, 10.21833 24.75111, 10.05444 24.838051, 10.02666 25.33749, 9.398331 26.15332, 9.393053 26.18277, 9.429996 26.233049, 9.499439 26.357491, 9.638609 26.41555, 9.876385 26.528879, 9.930552 26.859711, 9.848331 26.9086, 9.734995 27.323879, 9.839163 27.508051, 9.813885 27.57638, 9.881107 27.621111, 9.954165 27.868601, 9.790274 28.27055, 9.873331 28.859159, 9.764721 29.433331, 9.566664 29.80694, 9.303886 30.12249, 9.532024 30.236059, 9.195553 31.56916, 9.059162 32.091091, 8.351109 32.531101, 8.306107 32.834148, 8.090275 33.114429, 8.022776 33.112759, 7.764999 33.208599, 7.731943 33.248322, 7.724165 33.439419, 7.522499 33.788601, 7.491666 33.899712, 7.527222 34.101929, 7.656943 34.21249, 7.767499 34.23637, 7.839722 34.412479, 8.247498 34.641102, 8.226664 34.69553, 8.28861 34.752769, 8.261389 34.910259, 8.40111 35.192211, 8.45083 35.233871, 8.427221 35.26749, 8.344997 35.287209, 8.308332 35.339149, 8.309443 35.427212, 8.362219 35.521931, 8.340273 35.677479, 8.273609 35.758598, 8.262777 35.901089, 8.373608 36.444698, 8.190832 36.49165, 8.183609 36.524151, 8.231386 36.567211, 8.443054 36.654701, 8.475275 36.717201, 8.471663 36.75304, 8.42111 36.764431, 8.423887 36.790539, 8.649998 36.835258, 8.657221 36.867489, 8.616386 36.894989, 8.63023 36.942989, 8.480276 36.899712, 8.229166 36.955269, 7.955277 36.846371, 7.809999 36.861931, 7.770555 36.88443, 7.799999 36.98444, 7.625833 36.97443, 7.489119 37.053532, 7.407776 37.043049, 7.390277 37.083321, 7.186943 37.080818, 7.257499 37.009159, 7.178611 36.92638, 6.95 36.88332, 6.850277 36.929989, 6.592776 36.973598, 6.509165 37.07526, 6.379166 37.083599, 6.251111 36.988041, 6.263055 36.946098, 6.134999 36.884159, 5.825833 36.813881, 5.716389 36.824989, 5.334444 36.64138, 5.195 36.66082, 5.09111 36.709148, 5.102221 36.77499, 4.652498 36.891651, 3.984167 36.893318, 3.766388 36.893318, 3.508889 36.775829, 3.323889 36.78054, 3.234444 36.812481, 3.211111 36.75555, 3.138333 36.738319, 3.024167 36.808041, 2.894444 36.792488, 2.779444 36.677212, 2.578888 36.59026, 2.409999 36.593319, 2.370833 36.63055, 2.308323 36.629749, 1.865556 36.566101, 1.226944 36.506378, 0.95 36.45026, 0.886667 36.38776, 0.339444 36.196659, 0.293056 36.13443, 0.1325 36.05138, 0.047222 35.87693, -0.095556 35.787769, -0.276667 35.822208, -0.337778 35.897491, -0.478889 35.883881, -0.480556 35.8461, -0.521111 35.776661, -0.642222 35.71249, -0.799722 35.772209, -1.1825 35.57777, -1.271111 35.385818, -1.366945 35.313881, -1.474722 35.30582, -1.891667 35.08971, -2.065556 35.07193, -2.198611 35.094711, -2.211518 35.09972, -2.205278 35.05138, -1.747222 34.747211, -1.853333 34.60054, -1.686389 34.48526, -1.793334 34.378319, -1.653611 34.08498, -1.726667 33.69553, -1.641944 33.650822, -1.600278 33.556931, -1.666667 33.38332, -1.665555 33.256649, -1.478889 33.058041, -1.487222 32.979149, -1.542778 32.939419, -1.383055 32.72443, -1.010556 32.50832, -1.078056 32.441368, -1.196389 32.404701, -1.25 32.326931, -1.253889 32.21471))",#8B0000
